Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance
19,4,79.5585,72.8059,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,5,81.4504,75.8017,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,6,81.4504,77.3701,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,7,84.4964,78.9482,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,8,84.4964,80.0360,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,9,84.4964,81.4755,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,10,84.5560,82.5872,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,11,86.1254,83.2140,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,12,86.1254,83.8848,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,13,87.2665,84.6390,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,14,87.2665,85.5249,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,15,87.2848,86.1754,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,16,87.3327,86.4922,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
20,0,67.7227,45.4116,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,1,79.9975,57.2344,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,2,79.9975,65.7279,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,3,79.9975,71.2495,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,4,80.7682,75.5819,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,5,81.3052,78.1526,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,6,82.6735,79.8163,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,7,82.6735,80.4523,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,8,83.0487,81.0737,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,9,83.6938,81.5954,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,10,84.1222,82.3459,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,11,84.6672,82.8801,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,12,84.6672,83.3511,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,13,84.6939,83.7730,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
20,14,84.6939,84.0378,Archer,85.7826,78.0088,25.6553,0.1553,10.3979,1.8805,200,84.6939
